,A,B
1665,454289,596414
1666,454280,559579
1667,438734,570107
1668,427073,632543
1669,427633,671587
1670,435182,619799
1671,455398,637265
1672,439176,594910
1673,430654,624767
1674,442973,609902
1675,446490,615129
1676,457700,581592
1677,436458,684903
1678,439176,608167
1679,444716,611868
1680,432474,624072
1681,488115,469542
1682,460814,598923
1683,440610,616231
1684,444957,611326
1685,451341,621998
1686,445433,600419
1687,453151,609498
1688,447397,603115
1689,435903,607885
1690,461734,555207
1691,445257,622466
1692,440588,612912
1693,433033,596889
1694,455143,610900
1695,440304,609973
1696,445410,611847
1697,443089,599479
1698,441386,593318
1699,439642,618354
1700,437908,613112
1701,441050,601420
1702,444301,603484
1703,453398,598101
1704,465954,589137
1705,433377,611151
1706,458454,615360
1707,435929,617842
1708,421163,659446
1709,444871,618411
1710,450314,633443
1711,439463,599626
1712,448441,609380
1713,476283,464782
1714,479558,478960
1715,458830,569403
1716,447284,614788
1717,453260,604938
1718,448654,619238
1719,451594,607751
1720,455084,577509
1721,460103,537011
1722,431669,612443
1723,441182,595293
1724,440135,646871
1725,462743,607252
1726,433777,658240
1727,449852,588780
1728,447370,572513
1729,446663,665376
1730,453116,618005
1731,443435,574546
1732,432211,640079
1733,445068,585477
1734,445275,610456
1735,437400,589213
1736,451402,606954
1737,442169,606218
1738,454191,645997
1739,436337,595330
1740,441697,647732
1741,438007,605764
1742,463609,594447
1743,454851,622054
1744,457673,601276
1745,448431,652248
1746,409604,719216
1747,450238,522433
1748,467528,527093
1749,460222,611610
1750,447791,590725
1751,423351,683613
1752,451508,619873
1753,458908,601967
1754,447797,546020
1755,431542,625990
1756,422092,641107
1757,447028,613881
1758,450049,619865
1759,447016,561170
1760,448043,593794
1761,439602,621588
1762,448315,608918
1763,435287,618215
1764,457799,531754
1765,449352,662964
1766,448601,619650
1767,426524,626797
1768,432586,619808
1769,445966,677989
1770,443815,614792
1771,434851,666009
1772,454453,601665
1773,453894,590031
1774,452896,612311
1775,430612,606441
1776,455847,628630
1777,442111,607639
1778,437259,607669
1779,446497,614809
1780,419102,657777
1781,445558,608647
1782,449157,606166
1783,450585,629141
1784,451192,645577
1785,466810,585085
1786,410728,703979
1787,463350,513874
1788,452016,618875
1789,455258,619604
1790,441151,624453
1791,426596,668966
1792,431234,715466
1793,449808,623716
1794,452325,582322
1795,438918,619134
1796,430219,697004
1797,421865,680145
1798,448273,610829
1799,439431,589794
1800,441640,557306
1801,445421,611266
1802,417525,730640
1803,463173,567989
1804,436106,602036
1805,446833,618978
1806,451552,593032
1807,447928,606070
1808,443714,630494
1809,432886,615881
1810,435784,630866
1811,444646,611399
1812,437055,626421
1813,445625,604103
1814,443295,608421
1815,458798,606668
1816,456815,601069
1817,445849,618695
1818,435738,597721
1819,444166,604960
1820,444654,611294
1821,446989,611213
1822,443394,600502
1823,444258,609593
1824,447378,614919
1825,442751,637825
1826,441698,599768
1827,449888,537655
1828,441842,568237
1829,439549,635233
1830,430760,623698
1831,441395,627766
1832,442693,651800
1833,453303,602495
1834,414615,681241
1835,448826,537561
1836,449198,571244
1837,454814,638844
1838,447191,614648
1839,440342,640970
1840,433360,610138
1841,445370,607679
1842,445975,613913
1843,430262,612441
1844,440026,605811
1845,444154,614500
1846,440323,609745
1847,460254,614964
1848,444577,563762
1849,459997,607534
1850,428680,639406
1851,444738,611875
1852,444980,611522
1853,458310,547878
1854,438169,621102
1855,434019,616578
1856,410144,740535
1857,449172,600937
1858,435811,641521
1859,464456,493206
1860,443959,598236
1861,456121,574226
1862,419611,661423
1863,440645,592763
1864,447921,606239
1865,460039,605406
1866,450032,538394
1867,444664,674374
1868,455235,607006
1869,440869,641767
1870,436562,591307
1871,457839,604606
1872,438862,612483
1873,446792,622224
1874,432748,681751
1875,458338,602245
1876,442587,550292
1877,440230,613281
1878,435171,615060
1879,435961,621895
1880,440263,597790
1881,435502,608309
1882,448529,624596
1883,445563,607178
1884,447221,603897
1885,434199,615311
1886,442585,606098
1887,438100,647695
1888,431219,622664
1889,466686,564414
1890,427888,612137
1891,414871,690586
1892,463011,595165
1893,434131,629601
1894,458400,596749
1895,445690,614204
1896,435454,582389
1897,445342,612352
1898,461991,549808
1899,448311,603242
1900,450265,621323
1901,818219,458739
1902,744672,487943
1903,785537,466675
1904,743636,471281
1905,721661,472652
1906,811687,518457
1907,760680,472076
1908,667308,499492
1909,766891,499298
1910,744754,395698
1911,745417,531869
1912,735299,489289
1913,798153,453443
1914,677507,492264
1915,777922,503642
1916,758367,480084
1917,701688,536794
1918,691947,542928
1919,700622,405473
1920,715550,491875
1921,712286,485779
1922,804251,449725
1923,768116,501273
1924,745392,490092
1925,760154,465762
1926,739491,465044
1927,779578,465354
1928,740221,488781
1929,727117,496485
1930,696679,509407
1931,825530,459159
1932,741447,490496
1933,661797,479217
1934,718768,455594
1935,748297,514711
1936,771552,478145
1937,742585,490760
1938,753689,466700
1939,766195,525851
1940,775493,482993
1941,696197,438238
1942,739452,553002
1943,768513,393439
1944,657515,479703
1945,808800,435369
1946,745501,490810
1947,715169,485793
1948,744998,491614
1949,782056,538516
1950,718647,424172
1951,764609,489583
1952,763534,501405
1953,746579,511998
1954,785199,496523
1955,739771,507383
1956,745690,489349
1957,766343,470788
1958,765406,482869
1959,745458,491697
1960,749939,486902
1961,731377,498220
1962,771727,481735
1963,737591,465673
1964,752795,492722
1965,740259,516438
1966,757130,489186
1967,754784,486474
1968,701301,485544
1969,766959,499957
1970,756304,489736
1971,789720,518559
1972,745921,565171
1973,746925,503747
1974,775990,473484
1975,757951,459274
1976,717757,502933
1977,739644,492615
1978,685813,420491
1979,749620,446114
1980,751490,503108
1981,780624,523562
1982,764556,501749
1983,714111,509663
1984,651301,477080
1985,748808,506234
1986,743071,496017
1987,839170,510675
1988,737277,494037
1989,730517,494716
1990,781105,493570
1991,723443,496326
1992,727728,486854
1993,738050,503128
1994,751827,506545
1995,744128,491509
1996,740862,482333
1997,769904,494189
1998,680187,465189
1999,764305,518728
2000,740262,454955
2001,705432,514922
2002,721349,461213
2003,753995,491831
2004,777463,500299
2005,751796,445457
2006,787906,558654
2007,745454,488276
2008,737826,491074
2009,745033,491606
2010,737370,495925
2011,679889,493203
2012,739253,483120
2013,725641,530996
2014,744128,537362
2015,699536,450629
2016,725081,485892
2017,755578,395916
2018,755920,505968
2019,698637,479409
2020,728129,500290
2021,765069,395708
2022,685690,459731
2023,751359,489325
2024,691104,470705
2025,740118,531723
2026,785655,508844
2027,741888,484144
2028,746713,501892
2029,781871,480793
2030,789905,516728
2031,762190,469655
2032,652041,437907
2033,721998,450358
2034,771567,443784
2035,786637,449043
2036,780565,507134
2037,720719,478954
2038,818977,548276
2039,742129,489709
2040,717489,450861
2041,771764,496863
2042,839507,510409
2043,747241,474168
2044,763104,470945
2045,709537,529162
2046,756251,468939
2047,739447,497012
2048,744281,498059
2049,802128,475573
2050,748938,475486
2051,704065,426062
2052,673866,497010
2053,657004,483127
2054,696264,534642
2055,718455,546526
2056,747904,486697
2057,741784,485006
2058,752511,493459
2059,658397,474679
2060,689373,481718
2061,735419,521089
2062,813911,494530
2063,736699,495571
2064,741679,482804
2065,796870,493350
2066,790913,434009
2067,733227,508516
2068,712687,527762
2069,721334,470136
2070,784475,589185
2071,758563,500321
2072,739547,489215
2073,750308,483196
2074,750854,463676
2075,732037,521822
2076,746425,494200
2077,728512,466105
2078,827519,523909
2079,732792,438957
2080,825078,486120
2081,723331,488479
2082,751250,554067
2083,672462,515287
2084,752431,474401
2085,776746,542829
2086,746258,490697
2087,744842,490334
2088,771250,521703
2089,782116,487638
2090,766054,500996
2091,757582,487189
2092,784643,462183
2093,786453,437687
2094,768918,444830
2095,743862,420503
2096,756376,469701
2097,745773,515857
2098,755676,496120
2099,788465,498692
2100,740196,515856
2101,729956,570278
2102,692017,350411
2103,778300,495684
2104,770734,513047
2105,839244,520420
2106,837533,541144
2107,755622,389100
2108,683156,477909
2109,749007,465411
2110,746916,486226
2111,747666,478824
2112,796502,510572
2113,781518,491802
2114,734537,513380
2115,777438,503372
2116,746927,493782
2117,782638,472545
2118,686890,533353
2119,736648,486939
2120,770320,449290
2121,736308,496256
2122,694554,535143
2123,731019,488690
2124,747697,489436
2125,724508,471646
2126,728414,498907
2127,702554,535597
2128,759434,490376
2129,695726,486749
2130,797473,471372
2131,745294,492940
2132,761897,442656
2133,693716,476453
2134,729190,580460
2135,790062,485624
2136,750835,484965
2137,804706,508099
2138,745027,489971
2139,752645,478941
2140,761125,545456
2141,738676,488228
2142,774857,499250
2143,674726,483779
2144,743304,462660
2145,734294,489972
2146,742707,446699
2147,693853,483179
2148,740373,488728
2149,738729,512733
2150,748030,471059
2151,754610,489442
2152,751376,493290
2153,772549,498648
2154,745511,464200
2155,784908,598626
2156,800642,547740
2157,764201,504873
2158,726987,487946
2159,751489,442230
2160,759258,407764
2161,764112,512367
2162,783936,495842
2163,745285,491152
2164,737497,445283
2165,734479,474887
2166,753541,513095
2167,747199,581068
2168,779361,467379
2169,759544,452684
2170,767537,476326
2171,779260,465853
2172,759503,507476
2173,653418,491119
2174,731808,483131
2175,697936,482887
2176,739490,457808
2177,725595,498992
2178,744105,488265
2179,734111,502380
2180,714663,545229
2181,705578,505385
2182,774790,505536
2183,742720,483440
2184,690411,504116
2185,744972,529838
2186,748626,467103
2187,772618,505985
2188,759501,501657
2189,788686,475140
2190,707047,411898
2191,759900,480354
2192,721240,488869
2193,749909,495121
2194,731573,423211
2195,735690,487883
2196,736447,495116
2197,736840,480400
2198,766906,565918
2199,777336,493593
2200,742956,482214
2201,691442,511116
2202,676995,476288
2203,737776,506695
2204,737775,515859
2205,746789,484134
2206,702306,508607
2207,700190,518411
2208,734587,494087
2209,738362,540660
2210,743423,497525
2211,681136,488487
2212,791228,500692
2213,745226,489261
2214,728996,491089
2215,743598,490116
2216,773513,499993
2217,739663,533583
2218,648157,464934
2219,746257,489489
2220,754966,558120
2221,731717,480912
2222,781393,496807
2223,755246,509169
2224,718862,480199
2225,747883,519302
2226,744025,492118
2227,727112,497222
2228,724127,529035
2229,734376,455402
2230,736327,493658
2231,661222,492516
2232,780931,476348
2233,719728,508053
2234,768226,555200
2235,800317,784636
2236,813882,790297
2237,811050,797793
2238,802282,801674
2239,790311,781251
2240,774427,788519
2241,865085,777786
2242,818350,787409
2243,815889,783684
2244,816463,800337
2245,815268,782521
2246,806535,822224
2247,832317,794891
2248,809154,792606
2249,807272,807084
2250,803126,793952
2251,772765,829968
2252,748190,797315
2253,811562,798728
2254,811233,796697
2255,806068,811127
2256,808610,801067
2257,820422,805195
2258,800994,792867
2259,818562,793459
2260,810642,797694
2261,810409,793197
2262,792069,780712
2263,815892,803983
2264,779163,791549
2265,804879,811064
2266,811111,798591
2267,798050,785780
2268,794594,796647
2269,800880,821084
2270,801852,797430
2271,813805,794889
2272,684742,858350
2273,849765,799977
2274,811006,799360
2275,752217,796250
2276,845878,785568
2277,770665,821201
2278,839914,798603
2279,782173,797095
2280,763493,808260
2281,816224,792191
2282,790536,796206
2283,812533,805236
2284,815790,795797
2285,817150,793334
2286,800081,798478
2287,827452,805731
2288,753254,805073
2289,712652,814903
2290,837545,807762
2291,762397,803499
2292,814040,798210
2293,775353,785881
2294,811672,805014
2295,848200,804071
2296,814419,790706
2297,801854,795090
2298,808649,800874
2299,815014,790524
2300,800539,794875
2301,826452,774195
2302,813755,789306
2303,803210,779021
2304,783620,829765
2305,811619,799698
2306,709277,840357
2307,808478,795327
2308,761486,827536
2309,838705,773992
2310,810812,798446
2311,786935,791732
2312,800668,815680
2313,792980,821154
2314,807147,776017
2315,851656,790283
2316,825953,804985
2317,852355,792202
2318,817868,793701
2319,815645,811090
2320,834080,801772
2321,746273,810719
2322,862496,778936
2323,829158,817432
2324,817826,776448
2325,814716,818970
2326,808612,800038
2327,763526,799481
2328,798177,799333
2329,844586,802273
2330,828381,790305
2331,812051,780503
2332,810514,802370
2333,815619,802774
2334,822284,774498
2335,823994,791174
2336,821453,779300
2337,726276,836622
2338,846308,810323
2339,812282,802500
2340,820325,799356
2341,810158,800509
2342,830963,776249
2343,828273,800409
2344,806713,819895
2345,804078,808708
2346,831445,773615
2347,811385,793975
2348,882553,782545
2349,830856,816331
2350,809052,785192
2351,845361,796494
2352,836085,766127
2353,810403,799127
2354,810563,799792
2355,760137,803552
2356,751620,820060
2357,808740,798806
2358,852753,799139
2359,794086,791644
2360,815442,805892
2361,813406,779457
2362,828420,778270
2363,841353,810185
2364,788090,798495
2365,896122,752214
2366,807593,810444
2367,854520,808339
2368,806768,823619
2369,815330,805167
2370,772496,803150
2371,805108,796673
2372,840496,769202
2373,875012,768919
2374,862306,765939
2375,837251,807197
2376,793340,781982
2377,819165,810616
2378,879185,797717
2379,798852,827092
2380,802157,792844
2381,814428,817590
2382,824529,807816
2383,776070,829533
2384,758092,832345
2385,826726,795730
2386,776003,790728
2387,841726,800729
2388,846786,765439
2389,802870,819655
2390,811161,798794
2391,806610,814590
2392,803063,809522
2393,834569,809292
2394,824219,801663
2395,762598,815926
2396,804861,826217
2397,808589,793608
2398,811491,798866
2399,824463,818956
2400,813497,822786
2401,802641,794320
2402,798398,827206
2403,836616,812262
2404,808701,800100
2405,806309,805747
2406,807546,803599
2407,812855,795781
2408,832359,781195
2409,808459,797917
2410,844453,807177
2411,795810,797565
2412,812775,800227
2413,833218,782008
2414,902127,790356
2415,851161,798515
2416,834253,806535
2417,810198,799363
2418,805723,788560
2419,818972,795586
2420,786133,824977
2421,871946,767622
2422,780537,795247
2423,788649,794537
2424,812179,799484
2425,819533,799169
2426,810233,797993
2427,772515,835615
2428,807776,793655
2429,806119,784986
2430,845500,789584
2431,849098,786555
2432,769350,788631
2433,830472,784347
2434,804095,806441
2435,837448,786979
2436,809435,797683
2437,798097,792059
2438,803357,779049
2439,828589,808321
2440,688923,822917
2441,817776,808814
2442,777392,785033
2443,814227,796434
2444,892881,792214
2445,849209,792426
2446,808499,792311
2447,772973,813821
2448,856014,784608
2449,880096,760613
2450,820461,797871
2451,787229,807186
2452,807914,798232
2453,824520,816576
2454,819784,779387
2455,793972,784171
2456,850054,775827
2457,815919,801046
2458,813274,800479
2459,733659,846262
2460,787857,788060
2461,765996,826401
2462,835927,776081
2463,811536,800108
2464,795556,798494
2465,811762,777181
2466,845455,809831
2467,801399,812391
2468,811030,804846
2469,812057,805634
2470,954037,754046
2471,801110,809783
2472,805663,799265
2473,766780,820253
2474,819233,774163
2475,842369,781218
2476,816267,820949
2477,809664,810841
2478,809626,801102
2479,803374,814949
2480,793044,820441
2481,817013,794412
2482,803922,782547
2483,808035,798648
2484,799944,816622
2485,882811,793520
2486,808680,796706
2487,817649,793894
2488,811896,798882
2489,811431,773910
2490,791917,803419
2491,811114,797982
2492,804722,818319
2493,809031,794833
2494,846172,787246
2495,795683,807841
2496,820895,770082
2497,814195,799627
2498,813666,801736
2499,794412,821642
2500,866119,772773
2501,833899,769899
2502,800075,792980
2503,793835,803740
2504,747595,808890
2505,815019,804514
2506,774498,791774
2507,828759,807565
2508,797410,792297
2509,773559,811913
2510,777063,793465
2511,778859,812924
2512,827063,782736
2513,813325,799374
2514,817057,799945
2515,808789,803743
2516,811794,796546
2517,758239,811790
2518,811526,798522
2519,820837,796472
2520,762099,802683
2521,854479,761858
2522,852585,769444
2523,792700,826386
2524,771857,793747
2525,810044,791867
2526,773322,815967
2527,808797,782400
2528,772267,786407
2529,821809,776574
2530,850867,794795
2531,827966,798346
2532,809615,782697
2533,841746,765533
2534,809140,809166
2535,760079,809519
2536,903112,748680
2537,816200,783338
2538,818466,801242
2539,811844,795617
2540,805778,794695
2541,793557,795249
2542,799520,804177
2543,898849,767378
2544,810560,798181
2545,830952,784116
2546,776951,822900
2547,793031,790061
2548,808698,813898
2549,809098,796696
2550,826957,812482
2551,820493,816355
2552,809186,790562
2553,805060,785568
2554,828989,784053
2555,785544,795681
2556,818964,801925
2557,840579,786111
2558,781601,808491
2559,782521,782691
2560,788766,823901
2561,847740,764964
2562,837971,773332
2563,800539,823945
2564,812502,800441
2565,760867,799121
2566,815737,804639
2567,800968,811241
2568,666089,834004
2569,663355,712969
2570,621522,740455
2571,635643,769436
2572,675306,759322
2573,662388,702735
2574,631228,738355
2575,618043,759128
2576,658668,727864
2577,577939,713682
2578,578115,647986
2579,667218,717759
2580,633117,708577
2581,590219,637555
2582,629694,706231
2583,600117,727120
2584,595905,708060
2585,571086,725107
2586,664594,695034
2587,664481,709254
2588,605036,714271
2589,640037,713785
2590,657586,724372
2591,641567,698735
2592,655793,705794
2593,694243,777923
2594,650118,739354
2595,625348,716968
2596,674203,723060
2597,607366,794211
2598,728537,782503
2599,636134,677351
2600,680555,646090
2601,616343,714532
2602,636986,733872
2603,641756,723448
2604,642156,719494
2605,673940,685535
2606,638563,721974
2607,617223,759236
2608,666434,795317
2609,650616,745355
2610,644829,715595
2611,628266,714048
2612,614978,720929
2613,621371,632289
2614,627449,758729
2615,703914,726785
2616,749598,763757
2617,742388,753054
2618,617282,739230
2619,629683,689530
2620,630843,719036
2621,634532,716093
2622,634214,708358
2623,628856,751488
2624,705772,693959
2625,638982,719285
2626,587652,724621
2627,643835,717689
2628,642061,703080
2629,680868,731424
2630,647974,734779
2631,592707,669467
2632,659403,713194
2633,651363,677982
2634,614618,734345
2635,644438,720614
2636,625398,783528
2637,623234,700831
2638,589875,662805
2639,636688,682078
2640,649471,717081
2641,619595,706496
2642,639029,714515
2643,624252,713773
2644,644538,719707
2645,634803,719010
2646,640350,716486
2647,617866,626069
2648,595870,694998
2649,640447,732249
2650,657571,721522
2651,575169,678903
2652,640485,708409
2653,621979,764543
2654,656764,717599
2655,636714,764339
2656,688874,674571
2657,673737,716750
2658,640545,719321
2659,648627,715000
2660,680227,725783
2661,642156,702212
2662,643279,717650
2663,651261,650210
2664,619626,709345
2665,637681,686532
2666,573020,690010
2667,633199,696635
2668,599265,707098
2669,601118,714354
2670,641842,702995
2671,632370,701340
2672,608368,700007
2673,578988,672472
2674,638705,715159
2675,613932,677231
2676,644853,729111
2677,622277,680778
2678,593708,756565
2679,637061,716304
2680,641164,670236
2681,600402,716490
2682,615211,738645
2683,672211,778530
2684,610174,773555
2685,667479,679479
2686,636169,706669
2687,640386,714859
2688,649453,717922
2689,712029,783889
2690,592222,693517
2691,651585,660825
2692,633304,754799
2693,647577,711195
2694,657545,781613
2695,639437,657390
2696,655486,699195
2697,649760,788229
2698,619325,698780
2699,642584,700876
2700,666128,731003
2701,587018,731896
2702,658798,678713
2703,639138,713564
2704,640407,699332
2705,628732,709659
2706,597091,721757
2707,625293,728810
2708,637459,716775
2709,631939,715432
2710,639767,716618
2711,657470,776215
2712,644574,724986
2713,643326,667754
2714,637013,716551
2715,637928,736516
2716,638524,716979
2717,641037,749494
2718,744175,824183
2719,630888,721150
2720,682697,691654
2721,643035,794315
2722,650554,749918
2723,590310,693864
2724,696877,774723
2725,639224,725980
2726,577546,721880
2727,568534,684407
2728,690850,689909
2729,615247,717251
2730,648244,757652
2731,614355,744609
2732,598498,733367
2733,636147,756083
2734,640146,716376
2735,623215,759842
2736,620171,682152
2737,625273,757065
2738,642302,720219
2739,640794,716774
2740,632199,677873
2741,677482,731155
2742,683887,763501
2743,571889,734967
2744,644095,713949
2745,674833,774365
2746,633990,715067
2747,588052,698231
2748,582502,734232
2749,629241,709064
2750,621793,691450
2751,564985,720790
2752,608073,717718
2753,649264,623529
2754,625470,711928
2755,635743,700164
2756,639458,695115
2757,657070,728343
2758,623562,815551
2759,628271,713663
2760,614013,717118
2761,664363,719884
2762,646682,778239
2763,643031,711746
2764,635888,714638
2765,637926,760128
2766,706465,730410
2767,598688,641355
2768,636357,710148
2769,619179,722481
2770,575423,679721
2771,644324,711134
2772,650187,695637
2773,594784,713427
2774,669413,626722
2775,638107,719254
2776,616146,714529
2777,600414,710999
2778,638239,720591
2779,621026,726987
2780,643758,642099
2781,631541,719940
2782,632907,723310
2783,556196,697263
2784,625338,753765
2785,608865,760275
2786,644289,714585
2787,654608,717068
2788,647933,681045
2789,600938,632401
2790,644141,714046
2791,652753,681903
2792,673086,711329
2793,677109,760072
2794,692705,734434
2795,661454,768233
2796,639972,713150
2797,641471,715828
2798,591801,614048
2799,643566,727250
2800,642738,714776
2801,645620,711331
2802,638646,715577
2803,639716,713819
2804,640123,716370
2805,636036,719743
2806,679473,830964
2807,614791,755467
2808,630101,718174
2809,600690,715512
2810,639919,716397
2811,591948,697390
2812,631587,656092
2813,633313,755930
2814,642079,712689
2815,638940,715883
2816,582307,680357
2817,741709,741282
2818,635638,728110
2819,681534,767969
2820,638626,722646
2821,643958,695240
2822,562522,643515
2823,676366,743485
2824,654027,722884
2825,648785,731624
2826,632325,718150
2827,632400,717327
2828,699585,703025
2829,643425,712951
2830,647952,692203
2831,644464,717988
2832,609497,690486
2833,624086,658572
2834,591266,693611
2835,644299,720467
2836,695676,689657
2837,719566,732237
2838,643481,712387
2839,621553,724972
2840,675171,644567
2841,642088,717688
2842,631286,738866
2843,598179,722745
2844,661574,646984
2845,597177,721927
2846,638644,718384
2847,675532,657020
2848,637237,710890
2849,627082,747118
2850,641684,622495
2851,610549,787508
2852,692090,719344
2853,594137,703143
2854,635109,757188
2855,635261,760734
2856,639214,723166
2857,657024,681096
2858,632584,729817
2859,575738,712438
2860,634015,748405
2861,640792,716461
2862,638930,750970
2863,595684,714098
2864,644682,714745
2865,687122,738565
2866,582189,696266
2867,662371,692744
2868,689387,732193
2869,631305,772757
2870,621234,756293
2871,647217,690066
2872,651002,770893
2873,599630,680197
2874,692902,724241
2875,635307,687584
2876,624302,673977
2877,597977,724431
2878,631749,686314
2879,586797,700555
2880,651464,674550
2881,644259,663182
2882,640577,744002
2883,694967,681439
2884,598907,762599
2885,603651,724290
2886,661592,678312
2887,628898,734733
2888,634058,735934
2889,651540,690618
2890,743595,771912
2891,642879,718910
2892,547785,707002
2893,657408,727645
2894,642638,702608
2895,667783,714977
2896,587867,711394
2897,673200,729390
2898,641257,715039
2899,644255,713073
2900,639626,719489
2901,597290,605851
2902,731514,795689
2903,631408,769161
2904,638880,702053
2905,620283,658094
2906,651419,667815
2907,639893,715879
2908,430958,399843
2909,288309,429308
2910,389692,397293
2911,380526,401970
2912,292021,390076
2913,324928,471447
2914,371433,385799
2915,377209,412253
2916,387305,387873
2917,369117,397361
2918,310010,399662
2919,370048,374155
2920,360551,355205
2921,268104,419269
2922,344883,383901
2923,354753,378429
2924,367537,392135
2925,353389,370521
2926,381174,352881
2927,410449,395441
2928,353786,443365
2929,373259,425038
2930,367991,414300
2931,424221,332081
2932,368967,393063
2933,373155,348025
2934,356869,407779
2935,421918,372834
2936,363808,379256
2937,318948,427185
2938,369319,393167
2939,441676,361920
2940,367443,386597
2941,343367,432603
2942,399464,396822
2943,367746,412765
2944,343712,387222
2945,330645,428927
2946,366129,390623
2947,368286,384336
2948,360144,423007
2949,442589,347988
2950,426703,307919
2951,355911,408576
2952,330703,388501
2953,319314,380972
2954,365073,439999
2955,365850,390295
2956,369301,398897
2957,365576,408520
2958,372873,380333
2959,314268,433123
2960,363186,405653
2961,407957,346707
2962,320065,449062
2963,448553,386656
2964,366440,394547
2965,370161,335319
2966,382560,400741
2967,374652,399152
2968,373050,380559
2969,340119,374760
2970,332999,468819
2971,368043,392456
2972,349724,389875
2973,355185,402533
2974,345337,367192
2975,398226,429400
2976,387524,382630
2977,358775,393808
2978,377224,415288
2979,374349,387203
2980,376056,389093
2981,370125,422037
2982,367014,393820
2983,381777,398466
2984,463226,372108
2985,362310,400633
2986,358405,437704
2987,398464,340720
2988,332650,380018
2989,310248,404023
2990,362438,399028
2991,441567,317507
2992,386106,399316
2993,331518,400351
2994,355079,406943
2995,385732,386672
2996,362249,399055
2997,358666,369179
2998,334983,444655
2999,396407,383762
3000,420275,394734
3001,491692,335511
3002,410085,382004
3003,361204,407569
3004,371227,425832
3005,434135,369029
3006,383912,396636
3007,374141,387057
3008,285057,398068
3009,366346,353823
3010,376299,422302
3011,428290,339225
3012,370173,377657
3013,347618,389340
3014,392049,421698
3015,356047,415080
3016,366133,381852
3017,399141,363105
3018,367907,393330
3019,382234,374317
3020,389870,359416
3021,363455,393835
3022,364705,393275
3023,422576,328431
3024,454855,338314
3025,362345,388691
3026,369261,362808
3027,351901,420388
3028,349531,407934
3029,428747,325439
3030,423706,326116
3031,353701,444532
3032,371602,391306
3033,340261,373503
3034,356193,425466
3035,368765,387791
3036,379895,442982
3037,354246,416218
3038,353782,372623
3039,361326,366997
3040,368932,390922
3041,365735,393981
3042,378943,368751
3043,392160,327855
3044,427432,397464
3045,367982,393206
3046,364036,409097
3047,344531,365263
3048,357000,421753
3049,369441,392952
3050,489693,353205
3051,367173,393741
3052,442860,361976
3053,433651,314903
3054,367478,393206
3055,369993,409013
3056,343270,362023
3057,358829,388192
3058,280484,412725
3059,379667,374359
3060,351611,456804
3061,348503,388328
3062,421443,415243
3063,378071,376634
3064,357600,357844
3065,456365,378763
3066,313559,440588
3067,368047,442140
3068,362095,375130
3069,411435,350026
3070,382507,407790
3071,400940,394734
3072,390136,373731
3073,460753,343011
3074,415242,393698
3075,342396,391351
3076,352868,389859
3077,277460,489953
3078,299780,465541
3079,365940,382162
3080,366415,382828
3081,305291,391982
3082,426977,370168
3083,375673,334323
3084,367277,402046
3085,459889,378512
3086,417706,382840
3087,298298,412540
3088,443267,354086
3089,442961,340392
3090,367754,393108
3091,361296,350811
3092,322284,366148
3093,380737,407473
3094,331877,398559
3095,366854,379273
3096,398340,320864
3097,350796,417352
3098,386988,366181
3099,374922,401941
3100,372656,413812
3101,407528,392953
3102,373317,372501
3103,413899,355953
3104,372904,398412
3105,380871,408007
3106,381376,377613
3107,366700,428246
3108,375047,419886
3109,369039,368296
3110,357287,426880
3111,351337,391989
3112,422686,391507
3113,322113,402088
3114,313827,453626
3115,366725,388304
3116,348020,368414
3117,345259,444293
3118,373422,398453
3119,375594,387963
3120,354488,384371
3121,354776,373819
3122,367020,431868
3123,343924,394943
3124,396363,342426
3125,368565,395000
3126,334752,421063
3127,357589,405480
3128,344657,412267
3129,354327,437800
3130,222541,517853
3131,374454,395268
3132,407287,396215
3133,358416,380452
3134,385765,393384
3135,380383,436027
3136,371335,373351
3137,369432,351894
3138,387426,417490
3139,318015,426565
3140,357073,452459
3141,428772,326127
3142,361333,397801
3143,502547,326866
3144,400453,373153
3145,454810,368218
3146,390831,423223
3147,379720,412464
3148,377959,390933
3149,360856,391213
3150,396309,431852
3151,379709,333917
3152,418477,330985
3153,433533,301452
3154,313258,420642
3155,371646,395045
3156,398572,370806
3157,366902,392557
3158,380779,374190
3159,348212,422593
3160,348347,406831
3161,386604,403766
3162,368841,393444
3163,379759,373200
3164,474000,373102
3165,305869,455262
3166,382235,404889
3167,354459,372458
3168,360152,349546
3169,323547,454905
3170,355229,393737
3171,343774,374746
3172,353121,391609
3173,398762,385070
3174,345068,427644
3175,409536,399697
3176,375052,374682
3177,346936,396623
3178,488198,321077
3179,363473,411857
3180,370698,404478
3181,366118,405813
3182,347698,375328
3183,374102,376481
3184,366822,387881
3185,313542,382249
3186,406898,360586
3187,338836,392104
3188,282532,404029
3189,329281,383861
3190,367073,391036
3191,375745,410134
3192,363715,392813
3193,373658,379638
3194,382850,370992
3195,368491,394700
3196,338194,397747
3197,394127,373540
3198,329464,361453
3199,402219,389373
3200,366609,367590
3201,372599,393499
3202,250378,432191
3203,385749,377554
3204,407544,369095
3205,354255,411629
3206,367885,392222
3207,371499,426312
3208,380653,396567
3209,395810,409693
3210,297938,433375
3211,381179,414445
3212,437877,347481
3213,306945,480371
3214,316990,373690
3215,392894,402564
3216,355056,436711
3217,346323,383200
3218,375671,422534
3219,359173,399693
